country,country_code_2_digit,country_code_3_digit,population,year_week,source,cases_count,deaths_count
Denmark,DK,DNK,5806081,2022-16,TESSy COVID-19,10317,
Denmark,DK,DNK,5806081,2022-17,TESSy COVID-19,6535,
Denmark,DK,DNK,5806081,2022-18,TESSy COVID-19,5420,
Denmark,DK,DNK,5806081,2022-19,TESSy COVID-19,4460,
Denmark,DK,DNK,5806081,2022-20,TESSy COVID-19,3845,
Denmark,DK,DNK,5806081,2022-21,TESSy COVID-19,3079,
Denmark,DK,DNK,5806081,2022-22,TESSy COVID-19,3478,
Denmark,DK,DNK,5806081,2022-23,TESSy COVID-19,5136,
Denmark,DK,DNK,5806081,2022-24,TESSy COVID-19,7150,
Denmark,DK,DNK,5806081,2022-25,TESSy COVID-19,8780,
Denmark,DK,DNK,5806081,2022-26,TESSy COVID-19,10801,
Denmark,DK,DNK,5806081,2022-27,TESSy COVID-19,12339,
Denmark,DK,DNK,5806081,2022-28,TESSy COVID-19,12061,
Denmark,DK,DNK,5806081,2022-29,TESSy COVID-19,10262,
Denmark,DK,DNK,5806081,2022-30,TESSy COVID-19,20994,
Denmark,DK,DNK,5806081,2022-31,TESSy COVID-19,22838,
Denmark,DK,DNK,5806081,2022-32,TESSy COVID-19,11417,
Denmark,DK,DNK,5806081,2022-33,TESSy COVID-19,6271,
Denmark,DK,DNK,5806081,2022-34,TESSy COVID-19,4616,
Denmark,DK,DNK,5806081,2022-35,TESSy COVID-19,3644,
Denmark,DK,DNK,5806081,2022-36,TESSy COVID-19,7184,
Denmark,DK,DNK,5806081,2022-37,TESSy COVID-19,2667,
Denmark,DK,DNK,5806081,2022-38,TESSy COVID-19,4391,
Denmark,DK,DNK,5806081,2022-39,TESSy COVID-19,6174,
Denmark,DK,DNK,5806081,2022-40,TESSy COVID-19,6817,
Denmark,DK,DNK,5806081,2022-41,TESSy COVID-19,9020,
Denmark,DK,DNK,5806081,2022-42,TESSy COVID-19,7620,
Denmark,DK,DNK,5806081,2022-43,TESSy COVID-19,6021,
Denmark,DK,DNK,5806081,2022-44,TESSy COVID-19,4200,
Denmark,DK,DNK,5806081,2022-45,TESSy COVID-19,4256,
Denmark,DK,DNK,5806081,2022-46,TESSy COVID-19,3787,
Denmark,DK,DNK,5806081,2022-47,TESSy COVID-19,4543,
Denmark,DK,DNK,5806081,2022-48,TESSy COVID-19,7280,
Denmark,DK,DNK,5806081,2022-49,TESSy COVID-19,8592,
Denmark,DK,DNK,5806081,2022-50,TESSy COVID-19,7060,
Denmark,DK,DNK,5806081,2022-51,TESSy COVID-19,9309,
Denmark,DK,DNK,5806081,2022-52,TESSy COVID-19,6792,
Denmark,DK,DNK,5806081,2023-01,TESSy COVID-19,4575,
Denmark,DK,DNK,5806081,2023-02,TESSy COVID-19,2102,
Denmark,DK,DNK,5806081,2023-03,TESSy COVID-19,1283,
Denmark,DK,DNK,5806081,2023-04,TESSy COVID-19,1087,
Denmark,DK,DNK,5806081,2023-05,TESSy COVID-19,998,
Denmark,DK,DNK,5806081,2023-06,TESSy COVID-19,979,
Denmark,DK,DNK,5806081,2023-07,TESSy COVID-19,859,
Denmark,DK,DNK,5806081,2023-08,TESSy COVID-19,800,
Denmark,DK,DNK,5806081,2023-09,TESSy COVID-19,762,
Denmark,DK,DNK,5806081,2023-10,TESSy COVID-19,890,
Denmark,DK,DNK,5806081,2023-11,TESSy COVID-19,1343,
Denmark,DK,DNK,5806081,2023-12,TESSy COVID-19,1595,
Denmark,DK,DNK,5806081,2023-13,TESSy COVID-19,1243,
Denmark,DK,DNK,5806081,2023-14,TESSy COVID-19,751,
Denmark,DK,DNK,5806081,2023-15,TESSy COVID-19,822,
Denmark,DK,DNK,5806081,2023-16,TESSy COVID-19,687,
Denmark,DK,DNK,5806081,2023-17,TESSy COVID-19,551,
Denmark,DK,DNK,5806081,2023-18,TESSy COVID-19,537,
Denmark,DK,DNK,5806081,2023-19,TESSy COVID-19,570,
Denmark,DK,DNK,5806081,2023-20,TESSy COVID-19,368,
Denmark,DK,DNK,5806081,2023-21,TESSy COVID-19,306,
Denmark,DK,DNK,5806081,2023-22,TESSy COVID-19,181,
Denmark,DK,DNK,5806081,2023-23,TESSy COVID-19,169,
Denmark,DK,DNK,5806081,2023-24,TESSy COVID-19,128,
Denmark,DK,DNK,5806081,2023-25,TESSy COVID-19,101,
Denmark,DK,DNK,5806081,2023-26,TESSy COVID-19,,
Denmark,DK,DNK,5806081,2023-27,TESSy COVID-19,86,
Denmark,DK,DNK,5806081,2023-28,TESSy COVID-19,91,
Denmark,DK,DNK,5806081,2023-29,TESSy COVID-19,59,
Denmark,DK,DNK,5806081,2023-30,TESSy COVID-19,110,
Denmark,DK,DNK,5806081,2023-31,TESSy COVID-19,141,
Denmark,DK,DNK,5806081,2023-32,TESSy COVID-19,223,
Denmark,DK,DNK,5806081,2023-33,TESSy COVID-19,347,
Denmark,DK,DNK,5806081,2023-34,TESSy COVID-19,372,
Denmark,DK,DNK,5806081,2023-35,TESSy COVID-19,349,
Denmark,DK,DNK,5806081,2020-01,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-02,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-03,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-04,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-05,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-06,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-07,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-08,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-09,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-10,TESSy COVID-19,,2
Denmark,DK,DNK,5806081,2020-11,TESSy COVID-19,,21
Denmark,DK,DNK,5806081,2020-12,TESSy COVID-19,,76
Denmark,DK,DNK,5806081,2020-13,TESSy COVID-19,,112
Denmark,DK,DNK,5806081,2020-14,TESSy COVID-19,,123
Denmark,DK,DNK,5806081,2020-15,TESSy COVID-19,,61
Denmark,DK,DNK,5806081,2020-16,TESSy COVID-19,,58
Denmark,DK,DNK,5806081,2020-17,TESSy COVID-19,,65
Denmark,DK,DNK,5806081,2020-18,TESSy COVID-19,,31
Denmark,DK,DNK,5806081,2020-19,TESSy COVID-19,,16
Denmark,DK,DNK,5806081,2020-20,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2020-21,TESSy COVID-19,,14
Denmark,DK,DNK,5806081,2020-22,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2020-23,TESSy COVID-19,,2
Denmark,DK,DNK,5806081,2020-24,TESSy COVID-19,,6
Denmark,DK,DNK,5806081,2020-25,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2020-26,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2020-27,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2020-28,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2020-29,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2020-30,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2020-31,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2020-32,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2020-33,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2020-34,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2020-35,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2020-36,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2020-37,TESSy COVID-19,,16
Denmark,DK,DNK,5806081,2020-38,TESSy COVID-19,,11
Denmark,DK,DNK,5806081,2020-39,TESSy COVID-19,,11
Denmark,DK,DNK,5806081,2020-40,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2020-41,TESSy COVID-19,,17
Denmark,DK,DNK,5806081,2020-42,TESSy COVID-19,,19
Denmark,DK,DNK,5806081,2020-43,TESSy COVID-19,,21
Denmark,DK,DNK,5806081,2020-44,TESSy COVID-19,,26
Denmark,DK,DNK,5806081,2020-45,TESSy COVID-19,,30
Denmark,DK,DNK,5806081,2020-46,TESSy COVID-19,,34
Denmark,DK,DNK,5806081,2020-47,TESSy COVID-19,,53
Denmark,DK,DNK,5806081,2020-48,TESSy COVID-19,,55
Denmark,DK,DNK,5806081,2020-49,TESSy COVID-19,,73
Denmark,DK,DNK,5806081,2020-50,TESSy COVID-19,,125
Denmark,DK,DNK,5806081,2020-51,TESSy COVID-19,,200
Denmark,DK,DNK,5806081,2020-52,TESSy COVID-19,,230
Denmark,DK,DNK,5806081,2020-53,TESSy COVID-19,,214
Denmark,DK,DNK,5806081,2021-01,TESSy COVID-19,,212
Denmark,DK,DNK,5806081,2021-02,TESSy COVID-19,,144
Denmark,DK,DNK,5806081,2021-03,TESSy COVID-19,,111
Denmark,DK,DNK,5806081,2021-04,TESSy COVID-19,,57
Denmark,DK,DNK,5806081,2021-05,TESSy COVID-19,,50
Denmark,DK,DNK,5806081,2021-06,TESSy COVID-19,,22
Denmark,DK,DNK,5806081,2021-07,TESSy COVID-19,,12
Denmark,DK,DNK,5806081,2021-08,TESSy COVID-19,,12
Denmark,DK,DNK,5806081,2021-09,TESSy COVID-19,,15
Denmark,DK,DNK,5806081,2021-10,TESSy COVID-19,,12
Denmark,DK,DNK,5806081,2021-11,TESSy COVID-19,,20
Denmark,DK,DNK,5806081,2021-12,TESSy COVID-19,,19
Denmark,DK,DNK,5806081,2021-13,TESSy COVID-19,,19
Denmark,DK,DNK,5806081,2021-14,TESSy COVID-19,,18
Denmark,DK,DNK,5806081,2021-15,TESSy COVID-19,,15
Denmark,DK,DNK,5806081,2021-16,TESSy COVID-19,,8
Denmark,DK,DNK,5806081,2021-17,TESSy COVID-19,,6
Denmark,DK,DNK,5806081,2021-18,TESSy COVID-19,,7
Denmark,DK,DNK,5806081,2021-19,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2021-20,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2021-21,TESSy COVID-19,,5
Denmark,DK,DNK,5806081,2021-22,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2021-23,TESSy COVID-19,,5
Denmark,DK,DNK,5806081,2021-24,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2021-25,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2021-26,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2021-27,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2021-28,TESSy COVID-19,,7
Denmark,DK,DNK,5806081,2021-29,TESSy COVID-19,,8
Denmark,DK,DNK,5806081,2021-30,TESSy COVID-19,,6
Denmark,DK,DNK,5806081,2021-31,TESSy COVID-19,,5
Denmark,DK,DNK,5806081,2021-32,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2021-33,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2021-34,TESSy COVID-19,,26
Denmark,DK,DNK,5806081,2021-35,TESSy COVID-19,,18
Denmark,DK,DNK,5806081,2021-36,TESSy COVID-19,,19
Denmark,DK,DNK,5806081,2021-37,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2021-38,TESSy COVID-19,,15
Denmark,DK,DNK,5806081,2021-39,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2021-40,TESSy COVID-19,,13
Denmark,DK,DNK,5806081,2021-41,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2021-42,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2021-43,TESSy COVID-19,,5
Denmark,DK,DNK,5806081,2021-44,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2021-45,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2021-46,TESSy COVID-19,,2
Denmark,DK,DNK,5806081,2021-47,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2021-48,TESSy COVID-19,,7
Denmark,DK,DNK,5806081,2021-49,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2021-50,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2021-51,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2021-52,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-01,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-02,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-03,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-04,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-05,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-06,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-07,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-08,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-09,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-10,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-11,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-12,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-13,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-14,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-15,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-16,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-17,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-18,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-19,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-20,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-21,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-22,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-23,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-24,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-25,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-26,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-27,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-28,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-29,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-30,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-31,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-32,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-33,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-34,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-35,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-36,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-37,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-38,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-39,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-40,TESSy COVID-19,,0
Denmark,DK,DNK,5806081,2022-41,TESSy COVID-19,,82
Denmark,DK,DNK,5806081,2022-42,TESSy COVID-19,,62
Denmark,DK,DNK,5806081,2022-43,TESSy COVID-19,,60
Denmark,DK,DNK,5806081,2022-44,TESSy COVID-19,,34
Denmark,DK,DNK,5806081,2022-45,TESSy COVID-19,,31
Denmark,DK,DNK,5806081,2022-46,TESSy COVID-19,,30
Denmark,DK,DNK,5806081,2022-47,TESSy COVID-19,,37
Denmark,DK,DNK,5806081,2022-48,TESSy COVID-19,,48
Denmark,DK,DNK,5806081,2022-49,TESSy COVID-19,,62
Denmark,DK,DNK,5806081,2022-50,TESSy COVID-19,,91
Denmark,DK,DNK,5806081,2022-51,TESSy COVID-19,,136
Denmark,DK,DNK,5806081,2022-52,TESSy COVID-19,,106
Denmark,DK,DNK,5806081,2023-01,TESSy COVID-19,,70
Denmark,DK,DNK,5806081,2023-02,TESSy COVID-19,,48
Denmark,DK,DNK,5806081,2023-03,TESSy COVID-19,,38
Denmark,DK,DNK,5806081,2023-04,TESSy COVID-19,,19
Denmark,DK,DNK,5806081,2023-05,TESSy COVID-19,,22
Denmark,DK,DNK,5806081,2023-06,TESSy COVID-19,,29
Denmark,DK,DNK,5806081,2023-07,TESSy COVID-19,,28
Denmark,DK,DNK,5806081,2023-08,TESSy COVID-19,,20
Denmark,DK,DNK,5806081,2023-09,TESSy COVID-19,,20
Denmark,DK,DNK,5806081,2023-10,TESSy COVID-19,,25
Denmark,DK,DNK,5806081,2023-11,TESSy COVID-19,,31
Denmark,DK,DNK,5806081,2023-12,TESSy COVID-19,,40
Denmark,DK,DNK,5806081,2023-13,TESSy COVID-19,,49
Denmark,DK,DNK,5806081,2023-14,TESSy COVID-19,,42
Denmark,DK,DNK,5806081,2023-15,TESSy COVID-19,,51
Denmark,DK,DNK,5806081,2023-16,TESSy COVID-19,,30
Denmark,DK,DNK,5806081,2023-17,TESSy COVID-19,,38
Denmark,DK,DNK,5806081,2023-18,TESSy COVID-19,,28
Denmark,DK,DNK,5806081,2023-19,TESSy COVID-19,,48
Denmark,DK,DNK,5806081,2023-20,TESSy COVID-19,,14
Denmark,DK,DNK,5806081,2023-21,TESSy COVID-19,,13
Denmark,DK,DNK,5806081,2023-22,TESSy COVID-19,,9
Denmark,DK,DNK,5806081,2023-23,TESSy COVID-19,,8
Denmark,DK,DNK,5806081,2023-24,TESSy COVID-19,,10
Denmark,DK,DNK,5806081,2023-25,TESSy COVID-19,,2
Denmark,DK,DNK,5806081,2023-27,TESSy COVID-19,,7
Denmark,DK,DNK,5806081,2023-28,TESSy COVID-19,,3
Denmark,DK,DNK,5806081,2023-29,TESSy COVID-19,,1
Denmark,DK,DNK,5806081,2023-30,TESSy COVID-19,,5
Denmark,DK,DNK,5806081,2023-31,TESSy COVID-19,,6
Denmark,DK,DNK,5806081,2023-32,TESSy COVID-19,,6
Denmark,DK,DNK,5806081,2023-33,TESSy COVID-19,,8
Denmark,DK,DNK,5806081,2023-34,TESSy COVID-19,,4
Denmark,DK,DNK,5806081,2023-35,TESSy COVID-19,,2
Estonia,EE,EST,1324820,2020-01,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-02,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-03,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-04,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-05,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-06,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-07,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-08,TESSy COVID-19,,
Estonia,EE,EST,1324820,2020-09,TESSy COVID-19,1,
Estonia,EE,EST,1324820,2020-10,TESSy COVID-19,9,
Estonia,EE,EST,1324820,2020-11,TESSy COVID-19,210,
Estonia,EE,EST,1324820,2020-12,TESSy COVID-19,165,
Estonia,EE,EST,1324820,2020-13,TESSy COVID-19,5570,
Estonia,EE,EST,1324820,2020-14,TESSy COVID-19,404,
Estonia,EE,EST,1324820,2020-15,TESSy COVID-19,223,
Estonia,EE,EST,1324820,2020-16,TESSy COVID-19,199,
Estonia,EE,EST,1324820,2020-17,TESSy COVID-19,109,
Estonia,EE,EST,1324820,2020-18,TESSy COVID-19,56,
Estonia,EE,EST,1324820,2020-19,TESSy COVID-19,38,
Estonia,EE,EST,1324820,2020-20,TESSy COVID-19,43,
Estonia,EE,EST,1324820,2020-21,TESSy COVID-19,39,
Estonia,EE,EST,1324820,2020-22,TESSy COVID-19,46,
Estonia,EE,EST,1324820,2020-23,TESSy COVID-19,71,
Estonia,EE,EST,1324820,2020-24,TESSy COVID-19,35,
Estonia,EE,EST,1324820,2020-25,TESSy COVID-19,8,
Estonia,EE,EST,1324820,2020-26,TESSy COVID-19,6,
Estonia,EE,EST,1324820,2020-27,TESSy COVID-19,6,
Estonia,EE,EST,1324820,2020-28,TESSy COVID-19,21,
Estonia,EE,EST,1324820,2020-29,TESSy COVID-19,4,
Estonia,EE,EST,1324820,2020-30,TESSy COVID-19,11,
Estonia,EE,EST,1324820,2020-31,TESSy COVID-19,45,
Estonia,EE,EST,1324820,2020-32,TESSy COVID-19,74,
Estonia,EE,EST,1324820,2020-33,TESSy COVID-19,35,
Estonia,EE,EST,1324820,2020-34,TESSy COVID-19,88,
Estonia,EE,EST,1324820,2020-35,TESSy COVID-19,100,
Estonia,EE,EST,1324820,2020-36,TESSy COVID-19,157,
Estonia,EE,EST,1324820,2020-37,TESSy COVID-19,160,
Estonia,EE,EST,1324820,2020-38,TESSy COVID-19,244,
Estonia,EE,EST,1324820,2020-39,TESSy COVID-19,337,
Estonia,EE,EST,1324820,2020-40,TESSy COVID-19,344,
Estonia,EE,EST,1324820,2020-41,TESSy COVID-19,255,
Estonia,EE,EST,1324820,2020-42,TESSy COVID-19,211,
Estonia,EE,EST,1324820,2020-43,TESSy COVID-19,343,
Estonia,EE,EST,1324820,2020-44,TESSy COVID-19,614,
Estonia,EE,EST,1324820,2020-45,TESSy COVID-19,1202,
Estonia,EE,EST,1324820,2020-46,TESSy COVID-19,1591,
Estonia,EE,EST,1324820,2020-47,TESSy COVID-19,2104,
Estonia,EE,EST,1324820,2020-48,TESSy COVID-19,2350,
Estonia,EE,EST,1324820,2020-49,TESSy COVID-19,2921,
Estonia,EE,EST,1324820,2020-50,TESSy COVID-19,3156,
Estonia,EE,EST,1324820,2020-51,TESSy COVID-19,3696,
Estonia,EE,EST,1324820,2020-52,TESSy COVID-19,3730,
Estonia,EE,EST,1324820,2020-53,TESSy COVID-19,3709,
Estonia,EE,EST,1324820,2021-01,TESSy COVID-19,4276,
Estonia,EE,EST,1324820,2021-02,TESSy COVID-19,3543,
Estonia,EE,EST,1324820,2021-03,TESSy COVID-19,3631,
Estonia,EE,EST,1324820,2021-04,TESSy COVID-19,3604,
Estonia,EE,EST,1324820,2021-05,TESSy COVID-19,3762,
Estonia,EE,EST,1324820,2021-06,TESSy COVID-19,4561,
Estonia,EE,EST,1324820,2021-07,TESSy COVID-19,5572,
Estonia,EE,EST,1324820,2021-08,TESSy COVID-19,8183,
Estonia,EE,EST,1324820,2021-09,TESSy COVID-19,9570,
Estonia,EE,EST,1324820,2021-10,TESSy COVID-19,9905,
Estonia,EE,EST,1324820,2021-11,TESSy COVID-19,10309,
Estonia,EE,EST,1324820,2021-12,TESSy COVID-19,7822,
Estonia,EE,EST,1324820,2021-13,TESSy COVID-19,423,
Estonia,EE,EST,1324820,2021-14,TESSy COVID-19,4663,
Estonia,EE,EST,1324820,2021-15,TESSy COVID-19,3341,
Estonia,EE,EST,1324820,2021-16,TESSy COVID-19,2604,
Estonia,EE,EST,1324820,2021-17,TESSy COVID-19,2402,
Estonia,EE,EST,1324820,2021-18,TESSy COVID-19,2283,
Estonia,EE,EST,1324820,2021-19,TESSy COVID-19,1870,
Estonia,EE,EST,1324820,2021-20,TESSy COVID-19,1465,
Estonia,EE,EST,1324820,2021-21,TESSy COVID-19,876,
Estonia,EE,EST,1324820,2021-22,TESSy COVID-19,612,
Estonia,EE,EST,1324820,2021-23,TESSy COVID-19,380,
Estonia,EE,EST,1324820,2021-24,TESSy COVID-19,282,
Estonia,EE,EST,1324820,2021-25,TESSy COVID-19,165,
Estonia,EE,EST,1324820,2021-26,TESSy COVID-19,227,
Estonia,EE,EST,1324820,2021-27,TESSy COVID-19,301,
Estonia,EE,EST,1324820,2021-28,TESSy COVID-19,375,
Estonia,EE,EST,1324820,2021-29,TESSy COVID-19,645,
Estonia,EE,EST,1324820,2021-30,TESSy COVID-19,1246,
Estonia,EE,EST,1324820,2021-31,TESSy COVID-19,1472,
Estonia,EE,EST,1324820,2021-32,TESSy COVID-19,1942,
Estonia,EE,EST,1324820,2021-33,TESSy COVID-19,1970,
Estonia,EE,EST,1324820,2021-34,TESSy COVID-19,2476,
Estonia,EE,EST,1324820,2021-35,TESSy COVID-19,2405,
Estonia,EE,EST,1324820,2021-36,TESSy COVID-19,2976,
Estonia,EE,EST,1324820,2021-37,TESSy COVID-19,3258,
Estonia,EE,EST,1324820,2021-38,TESSy COVID-19,3784,
Estonia,EE,EST,1324820,2021-39,TESSy COVID-19,4970,
Estonia,EE,EST,1324820,2021-40,TESSy COVID-19,6455,
Estonia,EE,EST,1324820,2021-41,TESSy COVID-19,7999,
Estonia,EE,EST,1324820,2021-42,TESSy COVID-19,9988,
Estonia,EE,EST,1324820,2021-43,TESSy COVID-19,12069,
Estonia,EE,EST,1324820,2021-44,TESSy COVID-19,173,
Estonia,EE,EST,1324820,2021-45,TESSy COVID-19,6726,
Estonia,EE,EST,1324820,2021-46,TESSy COVID-19,5181,
Estonia,EE,EST,1324820,2021-47,TESSy COVID-19,4077,
Estonia,EE,EST,1324820,2021-48,TESSy COVID-19,3437,
Estonia,EE,EST,1324820,2021-49,TESSy COVID-19,3305,
Estonia,EE,EST,1324820,2021-50,TESSy COVID-19,3913,
Estonia,EE,EST,1324820,2021-51,TESSy COVID-19,4595,
Estonia,EE,EST,1324820,2021-52,TESSy COVID-19,6140,
Estonia,EE,EST,1324820,2022-01,TESSy COVID-19,5742,
Estonia,EE,EST,1324820,2022-02,TESSy COVID-19,15424,
Estonia,EE,EST,1324820,2022-03,TESSy COVID-19,27269,
Estonia,EE,EST,1324820,2022-04,TESSy COVID-19,41085,
Estonia,EE,EST,1324820,2022-05,TESSy COVID-19,48031,
Estonia,EE,EST,1324820,2022-06,TESSy COVID-19,37947,
Estonia,EE,EST,1324820,2022-07,TESSy COVID-19,39239,
Estonia,EE,EST,1324820,2022-08,TESSy COVID-19,31712,
Estonia,EE,EST,1324820,2022-09,TESSy COVID-19,22671,
Estonia,EE,EST,1324820,2022-10,TESSy COVID-19,14983,
Estonia,EE,EST,1324820,2022-11,TESSy COVID-19,10967,
Estonia,EE,EST,1324820,2022-12,TESSy COVID-19,9226,
Estonia,EE,EST,1324820,2022-13,TESSy COVID-19,6835,
Estonia,EE,EST,1324820,2022-14,TESSy COVID-19,5185,
Estonia,EE,EST,1324820,2022-15,TESSy COVID-19,3337,
Estonia,EE,EST,1324820,2022-16,TESSy COVID-19,2756,
Estonia,EE,EST,1324820,2022-17,TESSy COVID-19,2039,
Estonia,EE,EST,1324820,2022-18,TESSy COVID-19,1489,
Estonia,EE,EST,1324820,2022-19,TESSy COVID-19,1173,
Estonia,EE,EST,1324820,2022-20,TESSy COVID-19,953,
Estonia,EE,EST,1324820,2022-21,TESSy COVID-19,821,
Estonia,EE,EST,1324820,2022-22,TESSy COVID-19,781,
Estonia,EE,EST,1324820,2022-23,TESSy COVID-19,840,
Estonia,EE,EST,1324820,2022-24,TESSy COVID-19,822,
Estonia,EE,EST,1324820,2022-25,TESSy COVID-19,798,
Estonia,EE,EST,1324820,2022-26,TESSy COVID-19,1345,
Estonia,EE,EST,1324820,2022-27,TESSy COVID-19,1161,
Estonia,EE,EST,1324820,2022-28,TESSy COVID-19,1552,
Estonia,EE,EST,1324820,2022-29,TESSy COVID-19,2007,
Estonia,EE,EST,1324820,2022-30,TESSy COVID-19,2229,
Estonia,EE,EST,1324820,2022-31,TESSy COVID-19,2239,
Estonia,EE,EST,1324820,2022-32,TESSy COVID-19,1933,
Estonia,EE,EST,1324820,2022-33,TESSy COVID-19,1426,
Estonia,EE,EST,1324820,2022-34,TESSy COVID-19,1107,
Estonia,EE,EST,1324820,2022-35,TESSy COVID-19,822,
Estonia,EE,EST,1324820,2022-36,TESSy COVID-19,914,
Estonia,EE,EST,1324820,2022-37,TESSy COVID-19,1189,
Estonia,EE,EST,1324820,2022-38,TESSy COVID-19,1188,
Estonia,EE,EST,1324820,2022-39,TESSy COVID-19,1316,
Estonia,EE,EST,1324820,2022-40,TESSy COVID-19,1196,
Estonia,EE,EST,1324820,2022-41,TESSy COVID-19,1063,
Estonia,EE,EST,1324820,2022-42,TESSy COVID-19,1055,
Estonia,EE,EST,1324820,2022-43,TESSy COVID-19,733,
